,dominant_topic,text
4298,hillary,@SeanOCasey1 I can't wait to see the #usedcarsalesman change the plan when he's in office  https://t.co/bBAnfsVomM
4299,trump,@KristiIA @realDonaldTrump @washingtonpost Live from the Kremlin with Trump I was the first to say YOU LIE blacks https://t.co/3u9hvCJQmo
4300,trump,"@MoneyTraderBlog @Patsy1207 Go to https://t.co/NnlRmxQ292 and read her story.The media won't touch it,scared of #Trump"
4301,trump,@nathanTbernard @realDonaldTrump https://t.co/QWWNVRNNtZ
4302,trump,You think? #ImWithHer  https://t.co/DyT5PtlQvh
4303,trump,@SliceofLifeVivs @tkdmike @demon_dave @TyBenn01 @Jenasummerlin @realDonaldTrump @billionairther @FoxNews
4304,trump,@BobGerstner1 @RealJamesWoods @YoungDems4Trump @HillaryClinton https://t.co/tRZTeiSRUf
4305,hillary,"@realDonaldTrump ROF,LMAO LOLOLOL... Sorry,get back to me when I'm done laughing at you&amp;your pathetic,disgraceful display last night! LOLOL!"
4306,trump,@Jodemoted @realDonaldTrump @HillaryClinton they both suck
4307,hillary,"@HillaryClinton remember when they go low we go high, let Trump foolish himself and by the way you look great fresh and strong so relax"
4308,hillary,"The @TB_Times calls for a federal investigation into #Trump's DONATION to #PamBondi &amp; dropping #TrumpU investigation
https://t.co/rx8l0k3wHI"
4309,trump,"@brianstelter @realDonaldTrump Only his uneducated base, if you asked me"
4310,trump,@realDonaldTrump #FeelTheJohnson I'm with @GovGaryJohnson
4311,trump,@realDonaldTrump @RogerJStoneJr @realkingrobbo @HillaryClinton @OnMessageForHer @EricSuper5 @SheriffClarke @CNN  https://t.co/E7d3mgauCJ
4312,trump,"@realDonaldTrump Tell us more about how you love Vladamir Putin more than our military, our generals, and our American-Born President."
4313,trump,@KasoKim ---&gt; @realDonaldTrump is an asshole! #VetsAgainstTrump here.
4314,trump,@hamletgarcia17 @realDonaldTrump @HillaryClinton @washingtonpost IDIOT TRUMP HAD NO PLAN EXCEPT TO FOOL HIS CRAZY FANS THAT HE HAS A PLAN
4315,trump,"When it comes 2 #Trump, @oreillyfactor acts like a jealous fool. Maybe it's because @realDonaldTrump has 10 million MORE followers than him?"
4316,hillary,Person on Internet pretends Internet poll is worth a damn. https://t.co/0WXbSNlp03
4317,trump,@realDonaldTrump you make Russia Great Again! Communist
4318,trump,"She's had tough questions.  Trump couldn't answer the easy question. No matter how he answers,  you stupid ppl agree https://t.co/lKhMrWKYHq"
4319,trump,"#tootrue #DUMPTrump #StrongerTogether #Johnsonisnuts #Steinisanut @ New York, New York https://t.co/wyKVnGHjlU"
4320,trump,More heat on the #Trump2016 pay 4 play #scandal - #NeverTrump - Feds should investigate Bondi-Trump connection https://t.co/hmlzom3zbI
4321,trump,"🖕🏻 Trump, 🖕🏻 Clinton. @realDonaldTrump @HillaryClinton"
4322,trump,"You knew it was coming, Trojans. The conversation just turned to @realDonaldTrump and #Elections2016"
4323,trump,@seanhannity @HillaryClinton well yes but it won't happen.
4324,trump,"@seanhannity @HillaryClinton What a shame no one believes in it now, so much so that a popular saying goes like ""pls do not be like CNN!"""
4325,hillary,Where do they stand on #veteran issues? Listen to @iava Forum w @HillaryClinton &amp; @realDonaldTrump https://t.co/hO1lu09yA2 @PaulRieckhoff
4326,hillary,"'Get out of East Los Angeles!' Protesters shout @HillaryClinton
https://t.co/OZ8H3aqw4X https://t.co/B37tvjvA9a"
4327,hillary,@HillaryClinton And you don't have that.
4328,trump,Never happen She owns the media https://t.co/7atQTpfu7T
4329,trump,"@FoxNews @HillaryClinton Long overdue! Had ""journalists"" been doing their job instead of picking favored HRC, she wouldn't be DNC Finalist!"
4330,hillary,.@esquire mag cover with @realDonaldTrump and gold chains shows his appreciation and understanding of black culture https://t.co/07GuYGAWU4
4331,hillary,"@TripleH is a huge racist, hates Mexicans but loves @realDonaldTrump  @USATODAY @ElUniversalDF @WWENetwork  https://t.co/CXZOvkSVeo"
4332,trump,👌🏼 https://t.co/uvtbDFf0U7
4333,hillary,@HillaryClinton You have no remorse 4 all the crooked things U have done. You R pissed because U finally got caught &amp; U still lie.
4334,trump,@SandraTXAS #TaylorSwift @downbyseashore @Bikers4Trump @magnifier661 @JaredWyand @TexansforTrump2 @TexansforTrump2 #HillarysEarPiece #Trump
4335,hillary,@HuffingtonPost @realDonaldTrump What's wrong with Rudy?  Dementia?  Is Rudy sick?  Is Rudy &amp; his 1st ex-wife still cousins?  Rudy is sick!
4336,trump,@realDonaldTrump @donthecon https://t.co/K9UmCeluwZ
4337,trump,@MelissaBurges7 @HillaryClinton https://t.co/6I8GEGOKa1
4338,trump,@Askjiir  https://t.co/ndwDlMQrTO
4339,hillary,"@HillaryClinton from the abundance of your heart your mouth speaks so let God guide you and keep it up, you're doing very good"
4340,hillary,I have heard this more than a few times @realDonaldTrump does not pay what he owes. Uses other people &amp; their money https://t.co/e6pllmAUI5
4341,trump,R/T if you agree. @realDonaldTrump @mike_pence @SenatorSessions @HillaryClinton @DanScavino #AmericaFirst https://t.co/7uVMxb35TR
4342,trump,@HillaryClinton #Short #Answers #SHOCK #HIM #THROW #HIM #OFF #GAME
4343,trump,Real scandals. #NeverTrump https://t.co/ZqD2nF9nkb
4344,trump,No maybe! Will! That is a dictator https://t.co/ZXsqxkaxgM
4345,hillary,She is communicating with ISIS.... #CrookedHillary #indicthillary https://t.co/jKu1zZaHdy
4346,trump,@realDonaldTrump @RogerJStoneJr @realkingrobbo @HillaryClinton @OnMessageForHer @EricSuper5 @SheriffClarke @CNN  https://t.co/3MfmaxAitC
4347,trump,The Esquire writer just blew Don Lemon's  &amp; @CNN 's crap about @realDonaldTrump lying about being against the Iraq war CNN swing &amp; a miss.
4348,hillary,@HillaryClinton Huma &amp; U tell Saudi our plans so their regimes can be armed/counteract us while you lie and give no plans but coddling them
4349,trump,@realDonaldTrump Seeking 5 deferments from the draft board sounds like draft dodging. Why military families would meet W/you is questionable
4350,trump,@morningmoneyben @stockguy61 @realDonaldTrump is unreal. He is such an embarrassment to the US
4351,trump,"@LibertyRepublic @TrueEO @MelodyEmanuel @realDonaldTrump You can't open it, they kick you to the curb!"
4352,trump,"Mark Halperin: #Hillary was ""mean, aggressive"" last night. Reince: didn't smile enough. Maybe both should swallow chauvinistic end of a DICK"
4353,hillary,@Only4RM @realDonaldTrump it's crazy how this man has used nothing but bullshit to get everything he has. Makes us all look like fools.
4354,trump,This says everything kiss ass! @seanhannity you r as stupid as trump agreeing w/his immature &amp; ignorant  answers https://t.co/2L2aezcV8H
4355,trump,@Dlstoke @mike_pence @realDonaldTrump I hate when a-holes try to compare Trump to Reagan. https://t.co/FYW3rak1s4
4356,hillary,"In #US, two women are running for President. 
#QuickQuestion:
Why are BOTH #Lawbreakers?
https://t.co/36gkVBside
#HillaryClinton
#JillStein"
4357,trump,@GennaroGama @tkdmike @realDonaldTrump holy crap
4358,hillary,@thehill Why not tell us the story of @realDonaldTrump &amp; @PamBondi &amp; their bribes?
4359,hillary,"@realDonaldTrump @FoxNews WHERE IS MONICA LEWINSKY?  CLINTON'S THREATENED 2 KILL HER, SHE'S DISAPPEARED ONCE MORE! VERY FISHY! SLICK WILLIE!"
4360,trump,"@HillaryClinton Trump = Unprepared, unqualified, and unfit. I'm sure the list of ""un's"" is, well, unending. #nevertrump #hillary"
4361,trump,@FBombah @TrueEO @akjc77 @realDonaldTrump Takes one to know one--who believes either of these drunken cheaters? NO ONE!
4362,hillary,Do you even realize your credibility is degrading by doing smtg like this https://t.co/tSiZPYViz4
4363,hillary,Huge mistake Billary https://t.co/gvLxQLDrcr
4364,hillary,@Reince @HillaryClinton didn't smile? You're an #ASS
4365,trump,#TwoPartySystem #JillNotHill https://t.co/hT3dFe0Olm
4366,trump,.@realDonaldTrump https://t.co/QDVxLbr1DE
4367,trump,@realDonaldTrump @HillaryIn2016 Why did Trump sound like Darth Vader speaking today? Is he sick?Vocal chord issues?? Has 2b something right?
4368,trump,@YahyaJohn @Torilex1 @realDonaldTrump https://t.co/bYCBrAhg2B
4369,hillary,@BarbMuenchen @Barb4TRUMP @keksec__org @mitchellvii @ChelseaClinton @HillaryClinton @ClintonFdn @MichaelCohen212  https://t.co/3MfmaxAitC
4370,trump,It bewilders me why MSM does not report on this issue. @realDonaldTrump @mike_pence @SenatorSessions @HillaryClinton https://t.co/dPcN6J8rmq
4371,trump,@HardballChris @realDonaldTrump who really cares? Just grabbing straws.
4372,hillary,@HillaryClinton stop! You want the ultimate power so much you would do anything for it! I fear you will try to harm Trump &amp; not blink an eye
4373,trump,"@tom_luu Dude, we're happy with our choice. #TrumpPence16  get back on your #CrookedHillary  page. #HackingHillary"
4374,hillary,@seanhannity @HillaryClinton yes but enough of the emails it's a never ending story lets get policy questions and answers.
4375,trump,"Sore loser! @NBCPolitics skews Left, @realDonaldTrump won! Stumped? https://t.co/ro9Ep8qCF5"
4376,trump,#Trump loves Putin https://t.co/J1g9FpXHRQ
4377,trump,It is true. @google really is falsely sending @realDonaldTrump campaign emails into the spam folder. Happened to me today. Second time.
4378,hillary,@HillaryClinton @JordanJamie @theunzippedfly @betsyrsmith
4379,hillary,Shout out to @thebrowningband for this badass @realDonaldTrump shirt. It's perfect. 👌👌 https://t.co/Jt18zbbVTq
4380,hillary,Does it ever get old? Being wrong about everything?  https://t.co/zO4W9v8fii
4381,trump,"@seanhannity @HillaryClinton 
Yes, but good luck with getting an answer. She will say I can't remember or she'll start short-circuiting"
4382,hillary,I'll say you do Mrs. Clinton https://t.co/X5JRKmNAFp
4383,trump,https://t.co/iIRe44hUjb. #nevertrump
4384,hillary,"@GOPeSucks @heykoolaid3 @realDonaldTrump I was born in Texas. Proud American. Army brat, I analyze research  4 Vets who suffer  brain injury"
4385,hillary,Such a stinking CHEAPSKATE. Definitely planning on keeping his campaign donations. #DeadbeatDonald https://t.co/VwalOz4kMt
4386,hillary,@HillaryClinton That depends where you are looking.
4387,hillary,@billclinton @CorruptClinton @JaredWyand @ChelseaClinton @ClintonFdn @ClintonGlobal @SenFeinstein @HillaryClinton  https://t.co/3MfmaxAitC
4388,hillary,@HillaryClinton stated this is one of the most important elections for the young. I agree. https://t.co/yfnziyMcnn https://t.co/IbcDC0XD2I
4389,trump,@seanhannity @HillaryClinton  or she will start having a coughing fit.
4390,trump,@Mike_Sand_Man @LindaSuhler @GOP @HillaryClinton I agree with Trump: Abolish Dept of Ed &amp; Common core. Give the funds &amp; Mngmt to States!
4391,hillary,He really needs his meds.  https://t.co/6QMK43KdMy
4392,trump,@greeneyes0084 @HillaryClinton no Hil..honesty &amp; good judgment. 2 you don't have
4393,trump,"@SeanOCasey1 Oh he can Win that's why I will be in Ohio, Pennsylvania, Virginia to help #Hillary https://t.co/9OrvU2KEpa"
4394,hillary,Guess she's preaching to the choir! #feelssoemptywithoutme https://t.co/l9016QCz7g
4395,hillary,@realDonaldTrump @FoxNews CLINTON SUPPORTERS SHOULD GOOGLE M. LEWINSKY SEX SCANDALS W/BILL CLINTON IN THE WH 4 MORE CORRUPTION!  CIGAR TUBE!
4396,hillary,"Quote of the day at BH: ""if you put the border on wheels, problem solved.""
@realDonaldTrump"
4397,trump,She already has https://t.co/hkmLdMwkvf
4398,trump,@tracieeeeee @HillaryClinton Lol. Definitely!
4399,trump,@roughliterature @realDonaldTrump The United States is a government not a real estate business it is not run the same way. He has no idea.
4400,hillary,He's whispering that her husbands been screwing the Russian interns too and could they get the Hell out! https://t.co/bZlDsvXmG9
4401,hillary,"Countries that have changed leadership under Obama:

Tunisia,
Egypt, 
Libya,
Yemen,
Turkey,
Iraq,
Syria
@realDonaldTrump @mike_pence"
4402,hillary,@HilClin4WOPriso @HillaryClinton @billclinton @mitchellvii @HillaryforFL @HillaryforOH @HillaryforVA @HillaryforNC https://t.co/3MfmaxAitC
4403,hillary,@SDonnelly_77 @MariaTCardona @HillaryClinton @CNN I am so happy I didn't see it! That shrill dumb broad Cardona grates on my nerves
4404,hillary,"Trump Bombs &amp; Delivers Historically Terrible Performance At Commander In Chief Forum
via @politicususa 
https://t.co/l0lUTz29V7

#NeverTrump"
4405,trump,"On Russian TV, Trump says it's 'unlikely' Putin trying to sway election @CNNPolitics https://t.co/eTfQgXHdLj @realDonaldTrump #truecolors"
4406,hillary,"@realDonaldTrump 

Si los mexicanos pagamos por el muro, Así debería de quedar .l. Bitch mother fucker #Racist https://t.co/uE61NNjWwd"
4407,trump,I think it was reflexive! Trumps hands are small; it was just natural to assure the child would need be protected! https://t.co/ZvZkOe33vC
4408,trump,@realDonaldTrump you are an idiot.
4409,hillary,"@bingwisdom I like how they blame @HillaryClinton for everything, like she runs the newsroom at @cnn, @MSNBC @wsj, @washingtonpost , etc."
4410,trump,"he needs 2 C him 4 what he is: a threat to #USA &amp; our interests.""  @realDonaldTrump @ABC @CBS @CNN @NBC @MSNBC #FNC @SeanHannity TRAITOR!"
4411,trump,.@realDonaldTrump https://t.co/9Y5LdWoVLT
4412,hillary,@HillaryClinton @DemConvention @Hillary_esp @HillaryforPA @HillaryforOH @RogerJStoneJr @SJavner @EricSuper5 @nbc  https://t.co/3MfmaxAitC
4413,trump,"@oreillyfactor YOU enjoy reminding viewers that #Trump is 'Down'.
And I enjoy knowing your ratings are plummeting. 
https://t.co/hAG6Em8DlO"
4414,hillary,@EricBoehlert well maybe story  not completely gone https://t.co/w4G8bOvWG0
4415,hillary,If Obama is a lame duck then what does that make Dr. Jill Stein? https://t.co/AyKkAGES6v
4416,trump,"Ask trump 2 + 2. His answer w/be 9, he's so stipud https://t.co/bquO35EEnw"
4417,hillary,"@FoxNews @HillaryClinton yes, good grief #Hannity"
4418,trump,"@TrueEO @realDonaldTrump His sicko-phantic audience nearly swallowed their tongues in glee, while Trump was automatically branded ""Racist""."
4419,trump,Good question. Ask the asshats that are voting for him.  Not a pea of a brain betwixt them.   https://t.co/H7lkNoXT0d
4420,hillary,On election night Nov 8 the country is going to see a complete melt down on @CNN when @realDonaldTrump is elected POTUS.
4421,trump,#ImWithHer  https://t.co/l8LpPnMO8f
4422,trump,"@realDonaldTrump the #pauper, refuses to pay his staff, what a #Loser"
4423,trump,@seanhannity @HillaryClinton she's a #Knob #Liar #Garbage just like @POTUS @BarackObama
4424,trump,@BPolatseck @FoxNews @HillaryClinton I have my disagreements w Kaine but I would vote for him over Trump any and everyday.
4425,trump,"He's has that potential, no doubt
Column doesn't offer much though https://t.co/xCTY5kgGB3"
4426,hillary,I never believe anything that comes out of #DonTheCon 's mouth https://t.co/7GeFuCclQm
4427,hillary,@av8orchk @JerseyJ0E @doctormalibu @NRO @KevinNR @HillaryClinton How has he not killed himself? Or at least put a knitting needle in both👂s
4428,trump,@teenypeenyTrump @Non_MSM_News @realDonaldTrump FUCK U NUMBNUTS.
4429,trump,"@JoeNBC  @morningmika Has been with @HillaryClinton for several weeks, just hope she can bring Joe over to the light. I'm with Hillary&amp;Mika!"
4430,trump,@realDonaldTrump @RogerJStoneJr @realkingrobbo @HillaryClinton @OnMessageForHer @EricSuper5 @SheriffClarke @CNN  https://t.co/HQeoXUSD8k
4431,trump,"#Trump in 2016 Temp:Crab Orchard, Ky."":73.6°F Wind:0.0mph Pressure: 30.03hpa Rising slowly Rain Today 0.00in.  Forecast: Settled fine"
4432,trump,@ReesesPeanut @newtgingrich @realDonaldTrump One should be in jail. https://t.co/bQiqwoqFUN
4433,hillary,https://t.co/LQpw5MiamN Women voters watch this #NeverHillary
4434,trump,My son thinks the reason @NicolleDWallace is so happy about #Trump's debacle because he makes Bush look good in comparison.
4435,trump,@realDonaldTrump Traitor
4436,hillary,"And I thought we were supposed to be gender neutral, voting for a female because she is actually female, idiot's. https://t.co/nd8fbXLeVg"
4437,trump,.@realDonaldTrump you are an idiot
4438,hillary,Out of control! Baseless &amp; biased. #NeverTrump #ImWithHer  https://t.co/9STfoPH8VV
4439,trump,"The only thing @realDonaldTrump has in common with Ronald Reagan is a suit and tie. After that, your guess is as good as mine. #MSNBC"
4440,trump,@realDonaldTrump @RogerJStoneJr @realkingrobbo @HillaryClinton @OnMessageForHer @EricSuper5 @SheriffClarke @CNN  https://t.co/rKcwC0FfBG
4441,trump,"Watch over your shoulder, Donald. You’re our only hope… Bilderberg does not want you to win!
#TrumpPence16 

https://t.co/oHaspGBoh1"
